type,length,azimuth,dip_azimuth,dip,kine,aperture,source
Fracture,19,98,,,,,dem
Fracture,7,110,,,,,dem
Fracture,67,47,,,,,dem
Fracture,73,63,,,,,dem
Fracture,59,71,,,,,dem
Fracture,21,34,,,,,dem
Fracture,123,62,,,,,dem
Fracture,46,63,,,,,dem
Fracture,41,176,,,,,dem
Fracture,46,72,,,,,dem
Fracture,69,62,,,,,dem
Fracture,43,176,,,,,dem
Fracture,75,71,,,,,dem
Fracture,52,91,,,,,dem
Fracture,141,101,,,,,dem
Fracture,51,107,,,,,dem
Fracture,60,102,,,,,dem
Fracture,62,112,,,,,dem
Fracture,45,144,,,,,dem
Fracture,14,169,,,,,dem
Fracture,14,157,,,,,dem
Fracture,111,64,,,,,dem
Fracture,30,130,,,,,dem
Fracture,10,84,,,,,dem
Fracture,52,83,,,,,dem
Fracture,67,126,,,,,dem
Fracture,28,37,,,,,dem
Fracture,61,53,,,,,dem
Fracture,22,3,,,,,dem
Fracture,19,125,,,,,dem
Fracture,20,138,,,,,dem
Fracture,24,178,,,,,dem
Fracture,11,142,,,,,dem
Fracture,15,172,,,,,dem
Fracture,104,89,,,,,dem
Fracture,20,96,,,,,dem
Fracture,163,113,,,,,dem
Fracture,107,50,,,,,dem
Fracture,36,81,,,,,dem
Fracture,47,90,,,,,dem
Fracture,27,74,,,,,dem
Fracture,38,120,,,,,dem
Fracture,43,85,,,,,dem
Fracture,61,84,,,,,dem
Fracture,59,99,,,,,dem
Fracture,34,101,,,,,dem
Fracture,56,34,,,,,dem
Fracture,17,120,,,,,dem
Fracture,19,102,,,,,dem
Fracture,96,60,,,,,dem
Fracture,18,88,,,,,dem
Fracture,48,69,,,,,dem
Fracture,40,2,,,,,dem
Fracture,88,72,,,,,dem
Fracture,18,94,,,,,dem
Fracture,165,81,,,,,dem
Fracture,77,100,,,,,dem
Fracture,69,104,,,,,dem
Fracture,74,69,,,,,dem
Fracture,46,109,,,,,dem
Fracture,17,41,,,,,dem
Fracture,46,83,,,,,dem
Fracture,33,83,,,,,dem
Fracture,84,47,,,,,dem
Fracture,50,81,,,,,dem
Fracture,64,54,,,,,dem
Fracture,96,121,,,,,dem
Fracture,116,81,,,,,dem
Fracture,23,66,,,,,dem
Fracture,119,86,,,,,dem
Fracture,35,72,,,,,dem
Fracture,64,49,,,,,dem
Fracture,101,84,,,,,dem
Fracture,119,51,,,,,dem
Fracture,28,99,,,,,dem
Fracture,31,179,,,,,dem
Fracture,42,164,,,,,dem
Fracture,113,74,,,,,dem
Fracture,48,166,,,,,dem
Fracture,52,155,,,,,dem
Fracture,90,58,,,,,dem
Fracture,167,35,,,,,dem
Fracture,8,33,,,,,dem
Fracture,18,152,,,,,dem
Fracture,16,169,,,,,dem
Fracture,172,64,,,,,dem
Fracture,89,154,,,,,dem
Fracture,69,161,,,,,dem
Fracture,33,2,,,,,dem
Fracture,136,64,,,,,dem
Fracture,200,66,,,,,dem
Fracture,142,4,,,,,dem
Fracture,29,102,,,,,dem
Fracture,163,89,,,,,dem
Fracture,136,56,,,,,dem
Fracture,57,41,,,,,dem
Fracture,71,84,,,,,dem
Fracture,223,58,,,,,dem
Fracture,72,81,,,,,dem
Fracture,53,20,,,,,dem
Fracture,42,81,,,,,dem
Fracture,84,5,,,,,dem
Fracture,134,76,,,,,dem
Fracture,41,88,,,,,dem
Fracture,68,126,,,,,dem
Fracture,198,60,,,,,dem
Fracture,38,31,,,,,dem
Fracture,89,23,,,,,dem
Fracture,66,14,,,,,dem
Fracture,32,85,,,,,dem
Fracture,24,9,,,,,dem
Fracture,43,13,,,,,dem
Fracture,68,2,,,,,dem
Fracture,157,6,,,,,dem
Fracture,40,30,,,,,dem
Fracture,63,97,,,,,dem
Fracture,88,8,,,,,dem
Fracture,15,47,,,,,dem
Fracture,68,7,,,,,dem
Fracture,56,7,,,,,dem
Fracture,24,117,,,,,dem
Fracture,49,13,,,,,dem
Fracture,42,23,,,,,dem
Fracture,27,11,,,,,dem
Fracture,53,0,,,,,dem
Fracture,37,18,,,,,dem
Fracture,47,77,,,,,dem
Fracture,72,114,,,,,dem
Fracture,68,96,,,,,dem
Fracture,112,156,,,,,dem
Fracture,118,170,,,,,dem
Fracture,44,142,,,,,dem
Fracture,26,166,,,,,dem
Fracture,106,64,,,,,dem
Fracture,71,117,,,,,dem
Fracture,97,176,,,,,dem
Fracture,47,113,,,,,dem
Fracture,143,88,,,,,dem
Fracture,62,118,,,,,dem
Fracture,33,150,,,,,dem
Fracture,157,129,,,,,dem
Fracture,73,176,,,,,dem
Fracture,209,9,,,,,dem
Fracture,99,128,,,,,dem
Fracture,73,130,,,,,dem
Fracture,93,93,,,,,dem
Fracture,25,107,,,,,dem
Fracture,44,110,,,,,dem
Fracture,135,95,,,,,dem
Fracture,46,92,,,,,dem
Fracture,83,80,,,,,dem
Fracture,51,64,,,,,dem
Fracture,18,56,,,,,dem
Fracture,38,63,,,,,dem
Fracture,37,8,,,,,dem
Fracture,116,72,,,,,dem
Fracture,29,2,,,,,dem
Fracture,115,60,,,,,dem
Fracture,144,166,,,,,dem
Fracture,36,92,,,,,dem
Fracture,12,146,,,,,dem
Fracture,64,176,,,,,dem
Fracture,40,105,,,,,dem
Fracture,104,74,,,,,dem
Fracture,113,78,,,,,dem
Fracture,59,55,,,,,dem
Fracture,98,64,,,,,dem
Fracture,202,176,,,,,dem
Fracture,72,113,,,,,dem
Fracture,53,180,,,,,dem
Fracture,103,108,,,,,dem
Fracture,83,165,,,,,dem
Fracture,49,78,,,,,dem
Fracture,41,164,,,,,dem
Fracture,44,169,,,,,dem
Fracture,51,77,,,,,dem
Fracture,124,178,,,,,dem
Fracture,82,176,,,,,dem
Fracture,203,162,,,,,dem
Fracture,25,163,,,,,dem
Fracture,141,12,,,,,dem
Fracture,102,161,,,,,dem
Fracture,123,133,,,,,dem
Fracture,54,124,,,,,dem
Fracture,14,81,,,,,dem
Fracture,120,108,,,,,dem
Fracture,68,69,,,,,dem
Fracture,85,70,,,,,dem
Fracture,116,70,,,,,dem
Fracture,9,66,,,,,dem
Fracture,14,59,,,,,dem
Fracture,109,174,,,,,dem
Fracture,88,94,,,,,dem
Fracture,81,80,,,,,dem
Fracture,169,59,,,,,dem
Fracture,56,112,,,,,dem
Fracture,53,91,,,,,dem
Fracture,51,111,,,,,dem
Fracture,136,37,,,,,dem
Fracture,29,84,,,,,dem
Fracture,104,57,,,,,dem
Fracture,90,35,,,,,dem
Fracture,24,32,,,,,dem
Fracture,58,22,,,,,dem
Fracture,23,165,,,,,dem
Fracture,38,160,,,,,dem
Fracture,56,99,,,,,dem
Fracture,75,178,,,,,dem
Fracture,56,125,,,,,dem
Fracture,74,69,,,,,dem
Fracture,26,89,,,,,dem
Fracture,29,103,,,,,dem
Fracture,303,72,,,,,dem
Fracture,36,7,,,,,dem
Fracture,49,126,,,,,dem
Fracture,161,70,,,,,dem
Fracture,141,101,,,,,dem
Fracture,71,95,,,,,dem
Fracture,119,103,,,,,dem
Fracture,133,30,,,,,dem
Fracture,30,169,,,,,dem
Fracture,47,106,,,,,dem
Fracture,94,86,,,,,dem
Fracture,41,29,,,,,dem
Fracture,34,157,,,,,dem
Fracture,63,11,,,,,dem
Fracture,111,8,,,,,dem
Fracture,45,40,,,,,dem
Fracture,42,16,,,,,dem
Fracture,71,9,,,,,dem
Fracture,45,33,,,,,dem
Fracture,29,134,,,,,dem
Fracture,35,154,,,,,dem
Fracture,78,176,,,,,dem
Fracture,25,139,,,,,dem
Fracture,28,130,,,,,dem
Fracture,39,103,,,,,dem
Fracture,53,99,,,,,dem
Fracture,37,96,,,,,dem
Fracture,88,53,,,,,dem
Fracture,41,118,,,,,dem
Fracture,43,65,,,,,dem
Fracture,47,154,,,,,dem
Fracture,35,167,,,,,dem
Fracture,28,112,,,,,dem
Fracture,53,157,,,,,dem
Fracture,48,38,,,,,dem
Fracture,42,17,,,,,dem
Fracture,25,50,,,,,dem
Fracture,105,90,,,,,dem
Fracture,115,66,,,,,dem
Fracture,72,54,,,,,dem
Fracture,131,90,,,,,dem
Fracture,180,85,,,,,dem
Fracture,10,96,,,,,dem
Fracture,76,1,,,,,dem
Fracture,82,88,,,,,dem
Fracture,79,19,,,,,dem
Fracture,55,89,,,,,dem
Fracture,137,75,,,,,dem
Fracture,56,81,,,,,dem
Fracture,27,96,,,,,dem
Fracture,92,48,,,,,dem
Fracture,177,71,,,,,dem
Fracture,88,102,,,,,dem
Fracture,223,64,,,,,dem
Fracture,36,76,,,,,dem
Fracture,150,81,,,,,dem
Fracture,38,178,,,,,dem
Fracture,32,4,,,,,dem
Fracture,69,82,,,,,dem
Fracture,11,90,,,,,dem
Fracture,255,118,,,,,dem
Fracture,101,6,,,,,dem
Fracture,37,152,,,,,dem
Fracture,191,86,,,,,dem
Fracture,45,96,,,,,dem
Fracture,52,93,,,,,dem
Fracture,123,145,,,,,dem
Fracture,28,23,,,,,dem
Fracture,82,41,,,,,dem
Fracture,67,111,,,,,dem
Fracture,62,70,,,,,dem
Fracture,119,66,,,,,dem
Fracture,23,83,,,,,dem
Fracture,14,163,,,,,dem
Fracture,26,166,,,,,dem
Fracture,45,137,,,,,dem
Fracture,20,53,,,,,dem
Fracture,51,114,,,,,dem
Fracture,17,129,,,,,dem
Fracture,46,72,,,,,dem
Fracture,17,67,,,,,dem
Fracture,74,4,,,,,dem
Fracture,135,80,,,,,dem
Fracture,18,20,,,,,dem
Fracture,62,88,,,,,dem
Fracture,35,74,,,,,dem
Fracture,199,64,,,,,dem
Fracture,23,59,,,,,dem
Fracture,29,18,,,,,dem
Fracture,25,40,,,,,dem
Fracture,38,27,,,,,dem
Fracture,97,127,,,,,dem
Fracture,30,27,,,,,dem
Fracture,32,9,,,,,dem
Fracture,197,107,,,,,dem
Fracture,20,54,,,,,dem
Fracture,39,125,,,,,dem
Fracture,107,60,,,,,dem
Fracture,86,43,,,,,dem
Fracture,149,91,,,,,dem
Fracture,13,84,,,,,dem
Fracture,98,45,,,,,dem
Fracture,85,140,,,,,dem
Fracture,16,85,,,,,dem
Fracture,50,21,,,,,dem
Fracture,93,90,,,,,dem
Fracture,89,99,,,,,dem
Fracture,51,145,,,,,dem
Fracture,73,139,,,,,dem
Fracture,69,143,,,,,dem
Fracture,96,85,,,,,dem
Fracture,87,80,,,,,dem
Fracture,99,84,,,,,dem
Fracture,186,80,,,,,dem
Fracture,89,67,,,,,dem
Fracture,85,90,,,,,dem
Fracture,120,16,,,,,dem
Fracture,150,149,,,,,dem
Fracture,325,102,,,,,dem
Fracture,86,116,,,,,dem
Fracture,75,99,,,,,dem
Fracture,71,90,,,,,dem
Fracture,68,58,,,,,dem
Fracture,44,88,,,,,dem
Fracture,38,20,,,,,dem
Fracture,28,153,,,,,dem
Fracture,109,68,,,,,dem
Fracture,41,130,,,,,dem
Fracture,45,82,,,,,dem
Fracture,23,63,,,,,dem
Fracture,64,112,,,,,dem
Fracture,112,156,,,,,dem
Fracture,83,174,,,,,dem
Fracture,25,178,,,,,dem
Fracture,80,89,,,,,dem
Fracture,83,63,,,,,dem
Fracture,24,24,,,,,dem
Fracture,170,62,,,,,dem
Fracture,34,87,,,,,dem
Fracture,37,125,,,,,dem
Fracture,28,62,,,,,dem
Fracture,18,79,,,,,dem
Fracture,47,63,,,,,dem
Fracture,64,33,,,,,dem
Fracture,41,39,,,,,dem
Fracture,48,14,,,,,dem
Fracture,40,16,,,,,dem
Fracture,60,6,,,,,dem
Fracture,111,89,,,,,dem
Fracture,95,0,,,,,dem
Fracture,66,38,,,,,dem
Fracture,26,8,,,,,dem
Fracture,49,7,,,,,dem
Fracture,30,29,,,,,dem
Fracture,21,52,,,,,dem
Fracture,18,136,,,,,dem
Fracture,106,68,,,,,dem
Fracture,64,122,,,,,dem
Fracture,30,116,,,,,dem
Fracture,26,34,,,,,dem
Fracture,44,120,,,,,dem
Fracture,11,118,,,,,dem
Fracture,33,120,,,,,dem
Fracture,50,67,,,,,dem
Fracture,76,114,,,,,dem
Fracture,140,94,,,,,dem
Fracture,73,82,,,,,dem
Fracture,19,82,,,,,dem
Fracture,27,70,,,,,dem
Fracture,22,63,,,,,dem
Fracture,26,121,,,,,dem
Fracture,89,80,,,,,dem
Fracture,45,89,,,,,dem
Fracture,29,101,,,,,dem
Fracture,139,65,,,,,dem
Fracture,18,178,,,,,dem
Fracture,25,1,,,,,dem
Fracture,58,75,,,,,dem
Fracture,113,143,,,,,dem
Fracture,133,74,,,,,dem
Fracture,96,132,,,,,dem
Fracture,49,41,,,,,dem
Fracture,38,168,,,,,dem
Fracture,25,84,,,,,dem
Fracture,226,81,,,,,dem
Fracture,37,30,,,,,dem
Fracture,26,157,,,,,dem
Fracture,41,94,,,,,dem
Fracture,78,151,,,,,dem
Fracture,76,53,,,,,dem
Fracture,74,119,,,,,dem
Fracture,62,64,,,,,dem
Fracture,23,71,,,,,dem
Fracture,17,164,,,,,dem
Fracture,20,96,,,,,dem
Fracture,32,86,,,,,dem
Fracture,50,103,,,,,dem
Fracture,95,88,,,,,dem
Fracture,35,66,,,,,dem
Fracture,58,108,,,,,dem
Fracture,58,120,,,,,dem
Fracture,122,85,,,,,dem
Fracture,23,119,,,,,dem
Fracture,16,171,,,,,dem
Fracture,60,59,,,,,dem
Fracture,100,141,,,,,dem
Fracture,34,166,,,,,dem
Fracture,63,114,,,,,dem
Fracture,133,107,,,,,dem
Fracture,80,129,,,,,dem
Fracture,15,105,,,,,dem
Fracture,129,136,,,,,dem
Fracture,92,56,,,,,dem
Fracture,52,107,,,,,dem
Fracture,163,76,,,,,dem
Fracture,22,100,,,,,dem
Fracture,63,157,,,,,dem
Fracture,27,135,,,,,dem
Fracture,38,86,,,,,dem
Fracture,68,127,,,,,dem
Fracture,37,94,,,,,dem
Fracture,16,157,,,,,dem
Fracture,23,145,,,,,dem
Fracture,21,84,,,,,dem
Fracture,76,94,,,,,dem
Fracture,41,118,,,,,dem
Fracture,78,91,,,,,dem
Fracture,85,89,,,,,dem
Fracture,98,130,,,,,dem
Fracture,38,56,,,,,dem
Fracture,118,89,,,,,dem
Fracture,11,28,,,,,dem
Fracture,37,93,,,,,dem
Fracture,53,14,,,,,dem
Fracture,108,83,,,,,dem
Fracture,29,26,,,,,dem
Fracture,85,76,,,,,dem
Fracture,66,26,,,,,dem
Fracture,56,71,,,,,dem
Fracture,87,7,,,,,dem
Fracture,28,59,,,,,dem
Fracture,65,68,,,,,dem
Fracture,106,62,,,,,dem
Fracture,112,73,,,,,dem
Fracture,21,175,,,,,dem
Fracture,55,36,,,,,dem
Fracture,42,92,,,,,dem
Fracture,132,78,,,,,dem
Fracture,39,22,,,,,dem
Fracture,39,80,,,,,dem
Fracture,54,94,,,,,dem
Fracture,111,3,,,,,dem
Fracture,43,9,,,,,dem
Fracture,111,93,,,,,dem
Fracture,69,4,,,,,dem
Fracture,19,18,,,,,dem
Fracture,60,84,,,,,dem
Fracture,34,24,,,,,dem
Fracture,86,98,,,,,dem
Fracture,16,14,,,,,dem
Fracture,85,111,,,,,dem
Fracture,44,16,,,,,dem
Fracture,45,73,,,,,dem
Fracture,112,98,,,,,dem
Fracture,34,50,,,,,dem
Fracture,62,117,,,,,dem
Fracture,66,3,,,,,dem
Fracture,132,85,,,,,dem
Fracture,289,77,,,,,dem
Fracture,102,109,,,,,dem
Fracture,132,173,,,,,dem
Fracture,324,73,,,,,dem
Fracture,180,56,,,,,dem
Fracture,67,91,,,,,dem
Fracture,46,84,,,,,dem
Fracture,219,98,,,,,dem
Fracture,69,70,,,,,dem
Fracture,49,30,,,,,dem
Fracture,51,144,,,,,dem
Fracture,78,84,,,,,dem
Fracture,28,66,,,,,dem
Fracture,111,54,,,,,dem
Fracture,48,24,,,,,dem
Fracture,28,30,,,,,dem
Fracture,23,58,,,,,dem
Fracture,192,80,,,,,dem
Fracture,51,83,,,,,dem
Fracture,37,69,,,,,dem
Fracture,62,31,,,,,dem
Fracture,17,119,,,,,dem
Fracture,58,59,,,,,dem
Fracture,22,108,,,,,dem
Fracture,17,97,,,,,dem
Fracture,40,62,,,,,dem
Fracture,28,55,,,,,dem
Fracture,106,77,,,,,dem
Fracture,42,118,,,,,dem
Fracture,84,111,,,,,dem
Fracture,54,70,,,,,dem
Fracture,101,94,,,,,dem
Fracture,65,76,,,,,dem
Fracture,16,47,,,,,dem
Fracture,19,178,,,,,dem
Fracture,23,49,,,,,dem
Fracture,16,2,,,,,dem
Fracture,58,91,,,,,dem
Fracture,27,33,,,,,dem
Fracture,14,40,,,,,dem
Fracture,31,43,,,,,dem
Fracture,23,63,,,,,dem
Fracture,20,15,,,,,dem
Fracture,17,19,,,,,dem
Fracture,31,54,,,,,dem
Fracture,137,65,,,,,dem
Fracture,33,55,,,,,dem
Fracture,72,70,,,,,dem
Fracture,110,53,,,,,dem
Fracture,45,70,,,,,dem
Fracture,41,87,,,,,dem
Fracture,66,122,,,,,dem
Fracture,76,51,,,,,dem
Fracture,13,74,,,,,dem
Fracture,32,100,,,,,dem
Fracture,67,48,,,,,dem
Fracture,262,60,,,,,dem
Fracture,92,141,,,,,dem
Fracture,22,118,,,,,dem
Fracture,28,117,,,,,dem
Fracture,70,38,,,,,dem
Fracture,19,2,,,,,dem
Fracture,149,52,,,,,dem
Fracture,72,84,,,,,dem
Fracture,130,98,,,,,dem
Fracture,101,63,,,,,dem
Fracture,134,17,,,,,dem
Fracture,169,14,,,,,dem
Fracture,59,126,,,,,dem
Fracture,43,51,,,,,dem
Fracture,66,108,,,,,dem
Fracture,61,67,,,,,dem
Fracture,112,112,,,,,dem
Fracture,71,63,,,,,dem
Fracture,265,69,,,,,dem
Fracture,587,68,,,,,dem
Fracture,148,54,,,,,dem
Fracture,71,60,,,,,dem
Fracture,44,171,,,,,dem
Fracture,84,164,,,,,dem
Fracture,180,142,,,,,dem
Fracture,38,109,,,,,dem
Fracture,316,129,,,,,dem
Fracture,197,106,,,,,dem
Fracture,45,111,,,,,dem
Fracture,35,2,,,,,dem
Fracture,18,176,,,,,dem
Fracture,94,77,,,,,dem
Fracture,131,120,,,,,dem
Fracture,35,159,,,,,dem
Fracture,45,154,,,,,dem
Fracture,67,179,,,,,dem
Fracture,56,149,,,,,dem
Fracture,46,163,,,,,dem
Fracture,76,76,,,,,dem
Fracture,21,173,,,,,dem
Fracture,134,65,,,,,dem
Fracture,27,179,,,,,dem
Fracture,124,124,,,,,dem
Fracture,75,63,,,,,dem
Fracture,52,62,,,,,dem
Fracture,54,62,,,,,dem
Fracture,248,109,,,,,dem
Fracture,16,55,,,,,dem
Fracture,76,63,,,,,dem
Fracture,31,50,,,,,dem
Fracture,133,115,,,,,dem
Fracture,44,171,,,,,dem
Fracture,241,45,,,,,dem
Fracture,36,121,,,,,dem
Fracture,30,138,,,,,dem
Fracture,296,123,,,,,dem
Fracture,67,99,,,,,dem
Fracture,29,109,,,,,dem
Fracture,48,116,,,,,dem
Fracture,49,20,,,,,dem
Fracture,36,114,,,,,dem
Fracture,51,150,,,,,dem
Fracture,48,14,,,,,dem
Fracture,51,83,,,,,dem
Fracture,46,114,,,,,dem
Fracture,89,127,,,,,dem
Fracture,114,129,,,,,dem
Fracture,75,87,,,,,dem
Fracture,18,124,,,,,dem
Fracture,32,66,,,,,dem
Fracture,194,65,,,,,dem
Fracture,62,64,,,,,dem
Fracture,144,110,,,,,dem
Fracture,37,1,,,,,dem
Fracture,65,56,,,,,dem
Fracture,134,47,,,,,dem
Fracture,335,63,,,,,dem
Fracture,112,63,,,,,dem
Fracture,33,100,,,,,dem
Fracture,21,86,,,,,dem
Fracture,135,56,,,,,dem
Fracture,63,68,,,,,dem
Fracture,92,25,,,,,dem
Fracture,59,6,,,,,dem
Fracture,48,111,,,,,dem
Fracture,34,89,,,,,dem
Fracture,24,55,,,,,dem
Fracture,72,159,,,,,dem
Fracture,148,60,,,,,dem
Fracture,27,52,,,,,dem
Fracture,59,88,,,,,dem
Fracture,82,79,,,,,dem
Fracture,63,68,,,,,dem
Fracture,123,94,,,,,dem
Fracture,76,75,,,,,dem
Fracture,18,112,,,,,dem
Fracture,39,5,,,,,dem
Fracture,32,114,,,,,dem
Fracture,259,3,,,,,dem
Fracture,182,117,,,,,dem
Fracture,80,110,,,,,dem
Fracture,63,89,,,,,dem
Fracture,31,24,,,,,dem
Fracture,66,116,,,,,dem
Fracture,42,15,,,,,dem
Fracture,36,144,,,,,dem
Fracture,97,112,,,,,dem
Fracture,123,121,,,,,dem
Fracture,102,134,,,,,dem
Fracture,196,115,,,,,dem
Fracture,152,103,,,,,dem
Fracture,75,113,,,,,dem
Fracture,176,100,,,,,dem
Fracture,263,54,,,,,dem
Fracture,101,41,,,,,dem
Fracture,260,58,,,,,dem
Fracture,158,68,,,,,dem
Fracture,101,107,,,,,dem
Fracture,65,165,,,,,dem
Fracture,21,180,,,,,dem
Fracture,69,59,,,,,dem
Fracture,124,88,,,,,dem
Fracture,84,111,,,,,dem
Fracture,71,114,,,,,dem
Fracture,98,111,,,,,dem
Fracture,157,48,,,,,dem
Fracture,45,50,,,,,dem
Fracture,38,51,,,,,dem
Fracture,73,34,,,,,dem
Fracture,79,63,,,,,dem
Fracture,69,79,,,,,dem
Fracture,123,16,,,,,dem
Fracture,44,37,,,,,dem
Fracture,38,99,,,,,dem
Fracture,61,43,,,,,dem
Fracture,33,35,,,,,dem
Fracture,116,74,,,,,dem
Fracture,64,94,,,,,dem
Fracture,77,101,,,,,dem
Fracture,52,96,,,,,dem
Fracture,58,112,,,,,dem
Fracture,86,101,,,,,dem
Fracture,108,171,,,,,dem
Fracture,29,9,,,,,dem
Fracture,153,108,,,,,dem
Fracture,38,97,,,,,dem
Fracture,46,94,,,,,dem
Fracture,34,6,,,,,dem
Fracture,117,95,,,,,dem
Fracture,119,60,,,,,dem
Fracture,118,76,,,,,dem
Fracture,53,11,,,,,dem
Fracture,26,176,,,,,dem
Fracture,113,94,,,,,dem
Fracture,54,70,,,,,dem
Fracture,110,72,,,,,dem
Fracture,24,8,,,,,dem
Fracture,165,75,,,,,dem
Fracture,102,95,,,,,dem
Fracture,112,78,,,,,dem
Fracture,13,161,,,,,dem
Fracture,68,2,,,,,dem
Fracture,107,94,,,,,dem
Fracture,40,162,,,,,dem
Fracture,57,144,,,,,dem
Fracture,54,64,,,,,dem
Fracture,112,105,,,,,dem
Fracture,42,72,,,,,dem
Fracture,47,50,,,,,dem
Fracture,46,59,,,,,dem
Fracture,40,18,,,,,dem
Fracture,101,31,,,,,dem
Fracture,40,65,,,,,dem
Fracture,126,69,,,,,dem
Fracture,63,68,,,,,dem
Fracture,18,17,,,,,dem
Fracture,25,83,,,,,dem
Fracture,29,58,,,,,dem
Fracture,104,7,,,,,dem
Fracture,34,80,,,,,dem
Fracture,44,13,,,,,dem
Fracture,36,73,,,,,dem
Fracture,63,77,,,,,dem
Fracture,28,74,,,,,dem
Fracture,43,78,,,,,dem
Fracture,14,65,,,,,dem
Fracture,37,123,,,,,dem
Fracture,41,71,,,,,dem
Fracture,173,62,,,,,dem
Fracture,52,71,,,,,dem
Fracture,56,9,,,,,dem
Fracture,28,172,,,,,dem
Fracture,177,77,,,,,dem
Fracture,54,53,,,,,dem
Fracture,73,87,,,,,dem
Fracture,27,76,,,,,dem
Fracture,56,171,,,,,dem
Fracture,62,1,,,,,dem
Fracture,95,72,,,,,dem
Fracture,50,175,,,,,dem
Fracture,27,176,,,,,dem
Fracture,18,86,,,,,dem
Fracture,39,54,,,,,dem
Fracture,35,11,,,,,dem
Fracture,27,64,,,,,dem
Fracture,78,75,,,,,dem
Fracture,145,66,,,,,dem
Fracture,119,64,,,,,dem
Fracture,74,180,,,,,dem
Fracture,68,3,,,,,dem
Fracture,56,24,,,,,dem
Fracture,54,158,,,,,dem
Fracture,271,97,,,,,dem
Fracture,58,106,,,,,dem
Fracture,72,115,,,,,dem
Fracture,98,2,,,,,dem
Fracture,43,97,,,,,dem
Fracture,85,14,,,,,dem
Fracture,96,6,,,,,dem
Fracture,20,90,,,,,dem
Fracture,98,86,,,,,dem
Fracture,103,121,,,,,dem
Fracture,96,68,,,,,dem
Fracture,25,60,,,,,dem
Fracture,22,118,,,,,dem
Fracture,62,45,,,,,dem
Fracture,79,69,,,,,dem
Fracture,16,0,,,,,dem
Fracture,113,93,,,,,dem
Fracture,81,95,,,,,dem
Fracture,71,108,,,,,dem
Fracture,107,84,,,,,dem
Fracture,16,0,,,,,dem
Fracture,104,80,,,,,dem
Fracture,114,102,,,,,dem
Fracture,73,8,,,,,dem
Fracture,101,83,,,,,dem
Fracture,103,81,,,,,dem
Fracture,18,60,,,,,dem
Fracture,23,10,,,,,dem
Fracture,25,24,,,,,dem
Fracture,24,55,,,,,dem
Fracture,38,117,,,,,dem
Fracture,34,1,,,,,dem
Fracture,125,138,,,,,dem
Fracture,221,7,,,,,dem
Fracture,35,84,,,,,dem
Fracture,35,90,,,,,dem
Fracture,19,118,,,,,dem
Fracture,94,55,,,,,dem
Fracture,47,6,,,,,dem
Fracture,49,78,,,,,dem
Fracture,79,106,,,,,dem
Fracture,20,165,,,,,dem
Fracture,19,23,,,,,dem
Fracture,24,10,,,,,dem
Fracture,61,75,,,,,dem
Fracture,13,1,,,,,dem
Fracture,66,78,,,,,dem
Fracture,39,9,,,,,dem
Fracture,67,76,,,,,dem
Fracture,22,14,,,,,dem
Fracture,29,51,,,,,dem
Fracture,75,108,,,,,dem
Fracture,19,36,,,,,dem
Fracture,62,12,,,,,dem
Fracture,122,66,,,,,dem
Fracture,78,15,,,,,dem
Fracture,114,75,,,,,dem
Fracture,256,112,,,,,dem
Fracture,46,6,,,,,dem
Fracture,97,6,,,,,dem
Fracture,24,81,,,,,dem
Fracture,60,93,,,,,dem
Fracture,87,123,,,,,dem
Fracture,71,76,,,,,dem
Fracture,78,83,,,,,dem
Fracture,113,108,,,,,dem
Fracture,62,105,,,,,dem
Fracture,42,89,,,,,dem
Fracture,176,97,,,,,dem
Fracture,59,79,,,,,dem
Fracture,63,47,,,,,dem
Fracture,24,58,,,,,dem
Fracture,16,121,,,,,dem
Fracture,59,65,,,,,dem
Fracture,27,68,,,,,dem
Fracture,33,12,,,,,dem
Fracture,60,109,,,,,dem
Fracture,17,18,,,,,dem
Fracture,100,112,,,,,dem
Fracture,90,5,,,,,dem
Fracture,78,97,,,,,dem
Fracture,113,66,,,,,dem
Fracture,40,9,,,,,dem
Fracture,79,69,,,,,dem
Fracture,107,99,,,,,dem
Fracture,42,16,,,,,dem
Fracture,186,103,,,,,dem
Fracture,31,15,,,,,dem
Fracture,92,87,,,,,dem
Fracture,53,168,,,,,dem
Fracture,145,71,,,,,dem
Fracture,100,117,,,,,dem
Fracture,30,88,,,,,dem
Fracture,77,100,,,,,dem
Fracture,78,113,,,,,dem
Fracture,40,86,,,,,dem
Fracture,69,97,,,,,dem
Fracture,60,95,,,,,dem
Fracture,42,171,,,,,dem
Fracture,97,102,,,,,dem
Fracture,42,47,,,,,dem
Fracture,81,65,,,,,dem
Fracture,59,117,,,,,dem
Fracture,34,94,,,,,dem
Fracture,28,68,,,,,dem
Fracture,77,93,,,,,dem
Fracture,56,61,,,,,dem
Fracture,47,176,,,,,dem
Fracture,15,69,,,,,dem
Fracture,96,177,,,,,dem
Fracture,56,178,,,,,dem
Fracture,78,65,,,,,dem
Fracture,68,88,,,,,dem
Fracture,34,135,,,,,dem
Fracture,13,47,,,,,dem
Fracture,26,131,,,,,dem
Fracture,35,124,,,,,dem
Fracture,109,73,,,,,dem
Fracture,100,87,,,,,dem
Fracture,82,88,,,,,dem
Fracture,25,74,,,,,dem
Fracture,19,102,,,,,dem
Fracture,61,117,,,,,dem
Fracture,17,9,,,,,dem
Fracture,169,175,,,,,dem
